DIPPA_00956.mRNA.1	PF14559:TPR_19,PF13424:TPR_12
DIPPA_00967.mRNA.1	PF14766:RPA_interact_N,PF21349:RUBY_RBDX
DIPPA_00983.mRNA.1	PF15222:KAR,PF13180:PDZ_2
DIPPA_00990.mRNA.1	PF20297:MSSS,PF22807:TrAA12
DIPPA_00997.mRNA.1	PF04991:LicD,PF04991:LicD
DIPPA_00998.mRNA.1	PF11942:Spt5_N,PF11942:Spt5_N
DIPPA_01017.mRNA.1	PF13740:ACT_6,PF13740:ACT_6
DIPPA_01029.mRNA.1	PF00612:IQ,PF00612:IQ
DIPPA_01036.mRNA.1	PF21011:CetZ_C,PF09026:CENP-B_dimeris
DIPPA_01045.mRNA.1	PF13812:PPR_3,PF13812:PPR_3
DIPPA_01045.mRNA.2	PF13812:PPR_3,PF13812:PPR_3
DIPPA_01054.mRNA.1	PF00400:WD40,PF00400:WD40,PF00400:WD40,PF00400:WD40,PF00400:WD40,PF00400:WD40,PF00400:WD40
DIPPA_01055.mRNA.1	PF14192:DUF4314,PF21500:HolB_lid,PF07960:CBP4,PF07960:CBP4
DIPPA_01068.mRNA.1	PF06375:AP3D1,PF06375:AP3D1
DIPPA_01070.mRNA.1	PF14457:Prok-E2_A,PF14457:Prok-E2_A
DIPPA_01081.mRNA.1	PF00498:FHA,PF16589:BRCT_2,PF16589:BRCT_2
DIPPA_01094.mRNA.1	PF00036:EF-hand_1,PF00036:EF-hand_1
DIPPA_01096.mRNA.1	PF00069:Pkinase,PF00069:Pkinase,PF13855:LRR_8,PF00560:LRR_1,PF13855:LRR_8,PF13649:Methyltransf_25,PF00782:DSPc
DIPPA_01110.mRNA.1	PF00589:Phage_integrase,PF00589:Phage_integrase,PF18885:DUF5648
DIPPA_01112.mRNA.1	PF10067:DUF2306,PF04982:HPP
DIPPA_01126.mRNA.1	PF12796:Ank_2,PF12796:Ank_2,PF00023:Ank
DIPPA_01128.mRNA.1	PF11746:DUF3303,PF13812:PPR_3
DIPPA_01146.mRNA.1	PF08066:PMC2NT,PF01612:DNA_pol_A_exo1,PF00570:HRDC
DIPPA_01150.mRNA.1	PF13650:Asp_protease_2,PF13650:Asp_protease_2
DIPPA_01156.mRNA.1	PF09837:DUF2064,PF01400:Astacin
DIPPA_01165.mRNA.1	PF14443:DBC1,PF02037:SAP
DIPPA_01169.mRNA.1	PF00400:WD40,PF17814:LisH_TPL,PF17814:LisH_TPL
DIPPA_01182.mRNA.1	PF00400:WD40,PF00400:WD40,PF00400:WD40,PF00400:WD40,PF04898:Glu_syn_central,PF17820:PDZ_6
DIPPA_01186.mRNA.1	PF12796:Ank_2,PF13637:Ank_4,PF12796:Ank_2,PF12796:Ank_2
DIPPA_01221.mRNA.1	PF00168:C2,PF00168:C2,PF22735:NNH3
DIPPA_01223.mRNA.1	PF19220:Crescentin,PF19220:Crescentin,PF08614:ATG16,PF19220:Crescentin,PF19220:Crescentin
DIPPA_01233.mRNA.1	PF10002:DUF2243,PF15663:zf-CCCH_3
DIPPA_01237.mRNA.1	PF19134:DUF5817,PF01363:FYVE
DIPPA_01260.mRNA.1	PF00400:WD40,PF00400:WD40,PF00400:WD40
DIPPA_01275.mRNA.1	PF00636:Ribonuclease_3,PF00636:Ribonuclease_3
DIPPA_01297.mRNA.1	PF14200:RicinB_lectin_2,PF14200:RicinB_lectin_2,PF14200:RicinB_lectin_2,PF11431:Transport_MerF
DIPPA_01307.mRNA.1	PF17820:PDZ_6,PF06017:Myosin_TH1,PF04147:Nop14
DIPPA_01311.mRNA.1	PF22443:FbpC-like_RD,PF13240:zinc_ribbon_2,PF12773:DZR
DIPPA_01317.mRNA.1	PF21375:POT1_C_insert,PF21375:POT1_C_insert,PF00589:Phage_integrase
DIPPA_01318.mRNA.1	PF12053:Par3_HAL_N_term,PF17221:COMMD1_N,PF20072:DUF6468,PF07271:Cytadhesin_P30
DIPPA_01347.mRNA.1	PF10551:MULE,PF04434:SWIM,PF02338:OTU
DIPPA_01360.mRNA.1	PF19220:Crescentin,PF19220:Crescentin,PF00069:Pkinase
DIPPA_01360.mRNA.2	PF07889:DUF1664,PF07889:DUF1664,PF00069:Pkinase
DIPPA_01360.mRNA.3	PF19220:Crescentin,PF19220:Crescentin,PF00069:Pkinase
DIPPA_01360.mRNA.4	PF05278:PEARLI-4,PF19220:Crescentin
DIPPA_01372.mRNA.1	PF00170:bZIP_1,PF00170:bZIP_1
DIPPA_01383.mRNA.1	PF03372:Exo_endo_phos,PF00078:RVT_1
DIPPA_01395.mRNA.1	PF15481:CPG4,PF00075:RNase_H
DIPPA_01397.mRNA.1	PF10571:UPF0547,PF21639:ORC5_lid
DIPPA_01400.mRNA.1	PF11932:DUF3450,PF07172:GRP
DIPPA_01403.mRNA.1	PF13424:TPR_12,PF13424:TPR_12,PF13424:TPR_12
DIPPA_01413.mRNA.1	PF13600:DUF4140,PF00078:RVT_1
DIPPA_01419.mRNA.1	PF00078:RVT_1,PF00078:RVT_1,PF18913:FBPase_C
DIPPA_01446.mRNA.1	PF00075:RNase_H,PF00075:RNase_H
DIPPA_01454.mRNA.1	PF05641:Agenet,PF05641:Agenet
DIPPA_01455.mRNA.1	PF05377:FlaC_arch,PF22336:RhiE-like_linker
DIPPA_01460.mRNA.1	PF00041:fn3,PF00041:fn3,PF00041:fn3,PF16656:Pur_ac_phosph_N,PF00041:fn3,PF00041:fn3
DIPPA_01460.mRNA.2	PF00041:fn3,PF00041:fn3,PF00041:fn3,PF16656:Pur_ac_phosph_N,PF00041:fn3,PF00041:fn3
DIPPA_01462.mRNA.1	PF03151:TPT,PF00892:EamA
DIPPA_01465.mRNA.1	PF01753:zf-MYND,PF01753:zf-MYND
DIPPA_01468.mRNA.1	PF00078:RVT_1,PF00078:RVT_1
DIPPA_01474.mRNA.1	PF00078:RVT_1,PF00075:RNase_H
DIPPA_01479.mRNA.1	PF17917:RT_RNaseH,PF00336:DNA_pol_viral_C
DIPPA_01484.mRNA.1	PF01749:IBB,PF12937:F-box-like,PF14126:DUF4293,PF14126:DUF4293,PF18159:S_4TM
DIPPA_01485.mRNA.1	PF00628:PHD,PF00668:Condensation
DIPPA_01488.mRNA.2	PF13517:FG-GAP_3,PF01011:PQQ,PF01011:PQQ,PF13517:FG-GAP_3
DIPPA_01490.mRNA.1	PF18305:DNA_pol_A_exoN,PF12098:DUF3574
DIPPA_01491.mRNA.1	PF00078:RVT_1,PF13456:RVT_3
DIPPA_01492.mRNA.1	PF20492:ERM_helical,PF09762:CCDC93_CC
DIPPA_01494.mRNA.1	PF10022:DUF2264,PF08534:Redoxin
DIPPA_01509.mRNA.1	PF05676:NDUF_B7,PF03543:Peptidase_C58
DIPPA_01510.mRNA.1	PF00012:HSP70,PF00012:HSP70
DIPPA_01520.mRNA.1	PF05099:TerB,PF13428:TPR_14,PF13812:PPR_3,PF13428:TPR_14
DIPPA_01520.mRNA.2	PF05099:TerB,PF13428:TPR_14,PF13041:PPR_2,PF13428:TPR_14
DIPPA_01527.mRNA.1	PF09726:Macoilin,PF17820:PDZ_6,PF09726:Macoilin
DIPPA_01547.mRNA.1	PF09843:DUF2070,PF09843:DUF2070
DIPPA_01579.mRNA.1	PF12844:HTH_19,PF12844:HTH_19
DIPPA_01581.mRNA.1	PF05129:Elf1,PF12440:MAGE_N
DIPPA_01588.mRNA.1	PF13801:Metal_resist,PF12474:PKK
DIPPA_01590.mRNA.1	PF04787:Pox_H7,PF22967:NUP210_Ig1,PF22967:NUP210_Ig1
DIPPA_01605.mRNA.1	PF17675:APG6_N,PF00069:Pkinase
DIPPA_01622.mRNA.1	PF03153:TFIIA,PF00320:GATA
DIPPA_01627.mRNA.1	PF09787:Golgin_A5,PF09787:Golgin_A5
DIPPA_01627.mRNA.2	PF09787:Golgin_A5,PF09787:Golgin_A5,PF07568:HisKA_2
DIPPA_01630.mRNA.1	PF18345:zf_CCCH_4,PF13639:zf-RING_2
DIPPA_01631.mRNA.1	PF18345:zf_CCCH_4,PF13639:zf-RING_2
DIPPA_01632.mRNA.1	PF18345:zf_CCCH_4,PF13639:zf-RING_2
DIPPA_01635.mRNA.1	PF13415:Kelch_3,PF13418:Kelch_4,PF13418:Kelch_4,PF05485:THAP,PF00069:Pkinase
DIPPA_01637.mRNA.1	PF02798:GST_N,PF00043:GST_C
DIPPA_01638.mRNA.1	PF13417:GST_N_3,PF14497:GST_C_3
DIPPA_01643.mRNA.1	PF17217:UPA,PF00078:RVT_1,PF17919:RT_RNaseH_2
DIPPA_01648.mRNA.1	PF00589:Phage_integrase,PF00589:Phage_integrase
DIPPA_01673.mRNA.1	PF03153:TFIIA,PF13532:2OG-FeII_Oxy_2,PF02338:OTU
DIPPA_01675.mRNA.1	PF10571:UPF0547,PF21639:ORC5_lid
DIPPA_01685.mRNA.1	PF13563:2_5_RNA_ligase2,PF13563:2_5_RNA_ligase2
DIPPA_01687.mRNA.1	PF15096:G6B,PF01535:PPR
DIPPA_01689.mRNA.1	PF04457:MJ1316,PF20074:DUF6470,PF03372:Exo_endo_phos,PF13671:AAA_33,PF18188:PPL4
DIPPA_01693.mRNA.1	PF14747:DUF4473,PF14747:DUF4473
DIPPA_01695.mRNA.1	PF14658:EF-hand_9,PF14658:EF-hand_9
DIPPA_01704.mRNA.1	PF00438:S-AdoMet_synt_N,PF06897:DUF1269,PF00438:S-AdoMet_synt_N
DIPPA_01711.mRNA.1	PF00076:RRM_1,PF00076:RRM_1,PF05859:Mis12,PF03153:TFIIA,PF01753:zf-MYND
DIPPA_01711.mRNA.2	PF00076:RRM_1,PF00076:RRM_1,PF05859:Mis12,PF03153:TFIIA,PF01753:zf-MYND
DIPPA_01727.mRNA.1	PF13542:HTH_Tnp_ISL3,PF13542:HTH_Tnp_ISL3
DIPPA_01739.mRNA.1	PF04756:OST3_OST6,PF11538:Snurportin1,PF09716:ETRAMP,PF04756:OST3_OST6
DIPPA_01748.mRNA.1	PF17820:PDZ_6,PF17820:PDZ_6,PF01129:ART,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF16326:ABC_tran_CTD,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF17820:PDZ_6,PF16326:ABC_tran_CTD,PF17820:PDZ_6
DIPPA_01751.mRNA.1	PF12937:F-box-like,PF16503:zn-ribbon_14,PF16503:zn-ribbon_14
DIPPA_01777.mRNA.1	PF09471:Peptidase_M64,PF09471:Peptidase_M64,PF00335:Tetraspanin,PF13499:EF-hand_7,PF00397:WW,PF00397:WW
DIPPA_01779.mRNA.1	PF01569:PAP2,PF01569:PAP2
DIPPA_01788.mRNA.2	PF00240:ubiquitin,PF00397:WW
DIPPA_01801.mRNA.1	PF11284:DUF3085,PF01391:Collagen
DIPPA_01819.mRNA.1	PF13913:zf-C2HC_2,PF19460:DUF5997
DIPPA_01826.mRNA.1	PF05010:TACC_C,PF08581:Tup_N,PF08581:Tup_N
DIPPA_01832.mRNA.1	PF14015:DUF4231,PF14015:DUF4231
DIPPA_01833.mRNA.1	PF15387:DUF4611,PF04931:DNA_pol_phi,PF13249:SQHop_cyclase_N
DIPPA_01834.mRNA.2	PF09969:DUF2203,PF16059:MGA_dom,PF11593:Med3
DIPPA_01841.mRNA.1	PF15387:DUF4611,PF13249:SQHop_cyclase_N,PF00078:RVT_1,PF08031:BBE
DIPPA_01852.mRNA.1	PF00092:VWA,PF01508:Paramecium_SA,PF01508:Paramecium_SA,PF00092:VWA,PF01508:Paramecium_SA,PF01508:Paramecium_SA,PF00092:VWA,PF01508:Paramecium_SA,PF00092:VWA,PF01508:Paramecium_SA,PF01508:Paramecium_SA,PF01508:Paramecium_SA,PF01508:Paramecium_SA
DIPPA_01853.mRNA.1	PF00092:VWA,PF00092:VWA
DIPPA_01868.mRNA.1	PF00561:Abhydrolase_1,PF00561:Abhydrolase_1
DIPPA_01871.mRNA.1	PF11742:DUF3302,PF01764:Lipase_3
DIPPA_01871.mRNA.2	PF11742:DUF3302,PF01764:Lipase_3
DIPPA_01877.mRNA.2	PF00211:Guanylate_cyc,PF00211:Guanylate_cyc,PF00211:Guanylate_cyc
DIPPA_01889.mRNA.1	PF14362:DUF4407,PF06818:Fez1,PF14608:zf-CCCH_2
